line,poem,text,tokens
34.0,252.0,"desserts and libations,","['START_SYMBOL', u'desserts', u'and', u'libations', u',', 'STOP_SYMBOL']"
35.0,252.0,"further in-jokes and out-jokes,","['START_SYMBOL', u'further', u'in-jokes', u'and', u'out-jokes', u',', 'STOP_SYMBOL']"
36.0,252.0,the candles flickered in their,"['START_SYMBOL', u'the', u'candles', u'flickered', u'in', u'their', 'STOP_SYMBOL']"
37.0,252.0,"glass enclosures,","['START_SYMBOL', u'glass', u'enclosures', u',', 'STOP_SYMBOL']"
38.0,252.0,"eyes locked and unlocked,","['START_SYMBOL', u'eyes', u'locked', u'and', u'unlocked', u',', 'STOP_SYMBOL']"
39.0,252.0,"lips opened,","['START_SYMBOL', u'lips', u'opened', u',', 'STOP_SYMBOL']"
40.0,252.0,"mouths smiled, hands","['START_SYMBOL', u'mouths', u'smiled', u',', u'hands', 'STOP_SYMBOL']"
41.0,252.0,"gestured,","['START_SYMBOL', u'gestured', u',', 'STOP_SYMBOL']"
42.0,252.0,these were the talented minds that,"['START_SYMBOL', u'these', u'were', u'the', u'talented', u'minds', u'that', 'STOP_SYMBOL']"
43.0,252.0,"informed our way,","['START_SYMBOL', u'informed', u'our', u'way', u',', 'STOP_SYMBOL']"
44.0,252.0,these were the talented minds that,"['START_SYMBOL', u'these', u'were', u'the', u'talented', u'minds', u'that', 'STOP_SYMBOL']"
45.0,252.0,informed their way.,"['START_SYMBOL', u'informed', u'their', u'way', u'.', 'STOP_SYMBOL']"
46.0,252.0,I was sitting with talented,"['START_SYMBOL', u'i', u'was', u'sitting', u'with', u'talented', 'STOP_SYMBOL']"
47.0,252.0,shit.,"['START_SYMBOL', u'shit', u'.', 'STOP_SYMBOL']"
1.0,253.0,the clever people slide downstream like,"['START_SYMBOL', u'the', u'clever', u'people', u'slide', u'downstream', u'like', 'STOP_SYMBOL']"
2.0,253.0,white fish,"['START_SYMBOL', u'white', u'fish', 'STOP_SYMBOL']"
3.0,253.0,"through the blue water,","['START_SYMBOL', u'through', u'the', u'blue', u'water', u',', 'STOP_SYMBOL']"
4.0,253.0,"past the rapids,","['START_SYMBOL', u'past', u'the', u'rapids', u',', 'STOP_SYMBOL']"
5.0,253.0,the clever people,"['START_SYMBOL', u'the', u'clever', u'people', 'STOP_SYMBOL']"
6.0,253.0,"with their clever throats and eyebrows,","['START_SYMBOL', u'with', u'their', u'clever', u'throats', u'and', u'eyebrows', u',', 'STOP_SYMBOL']"
7.0,253.0,"their clever nostril hairs,","['START_SYMBOL', u'their', u'clever', u'nostril', u'hairs', u',', 'STOP_SYMBOL']"
8.0,253.0,"both shoes laced,","['START_SYMBOL', u'both', u'shoes', u'laced', u',', 'STOP_SYMBOL']"
9.0,253.0,"all dooms erased,","['START_SYMBOL', u'all', u'dooms', u'erased', u',', 'STOP_SYMBOL']"
10.0,253.0,"teeth white,","['START_SYMBOL', u'teeth', u'white', u',', 'STOP_SYMBOL']"
11.0,253.0,"the clever people slide cleanly,","['START_SYMBOL', u'the', u'clever', u'people', u'slide', u'cleanly', u',', 'STOP_SYMBOL']"
12.0,253.0,"even their deaths are one-tenth deaths,","['START_SYMBOL', u'even', u'their', u'deaths', u'are', u'one-tenth', u'deaths', u',', 'STOP_SYMBOL']"
13.0,253.0,"clever clever clever,","['START_SYMBOL', u'clever', u'clever', u'clever', u',', 'STOP_SYMBOL']"
14.0,253.0,"they have better walls,","['START_SYMBOL', u'they', u'have', u'better', u'walls', u',', 'STOP_SYMBOL']"
15.0,253.0,"better cars,","['START_SYMBOL', u'better', u'cars', u',', 'STOP_SYMBOL']"
16.0,253.0,a better way to laugh.,"['START_SYMBOL', u'a', u'better', u'way', u'to', u'laugh', u'.', 'STOP_SYMBOL']"
17.0,253.0,even their nightmares are ringed with,"['START_SYMBOL', u'even', u'their', u'nightmares', u'are', u'ringed', u'with', 'STOP_SYMBOL']"
18.0,253.0,"tinsel,","['START_SYMBOL', u'tinsel', u',', 'STOP_SYMBOL']"
19.0,253.0,"these clever ones,","['START_SYMBOL', u'these', u'clever', u'ones', u',', 'STOP_SYMBOL']"
20.0,253.0,"they sit across from you,","['START_SYMBOL', u'they', u'sit', u'across', u'from', u'you', u',', 'STOP_SYMBOL']"
21.0,253.0,"whitely smiling,","['START_SYMBOL', u'whitely', u'smiling', u',', 'STOP_SYMBOL']"
22.0,253.0,"full of it,","['START_SYMBOL', u'full', u'of', u'it', u',', 'STOP_SYMBOL']"
23.0,253.0,even the hair on their head,"['START_SYMBOL', u'even', u'the', u'hair', u'on', u'their', u'head', 'STOP_SYMBOL']"
24.0,253.0,glints cleanly.,"['START_SYMBOL', u'glints', u'cleanly', u'.', 'STOP_SYMBOL']"
25.0,253.0,how long have I lived and looked,"['START_SYMBOL', u'how', u'long', u'have', u'i', u'lived', u'and', u'looked', 'STOP_SYMBOL']"
26.0,253.0,upon them.,"['START_SYMBOL', u'upon', u'them', u'.', 'STOP_SYMBOL']"
27.0,253.0,do you know what death really is?,"['START_SYMBOL', u'do', u'you', u'know', u'what', u'death', u'really', u'is', u'?', 'STOP_SYMBOL']"
28.0,253.0,it's one of these clever,"['START_SYMBOL', u'it', u""'s"", u'one', u'of', u'these', u'clever', 'STOP_SYMBOL']"
29.0,253.0,cocksuckers,"['START_SYMBOL', u'cocksuckers', 'STOP_SYMBOL']"
30.0,253.0,shaking your hand and,"['START_SYMBOL', u'shaking', u'your', u'hand', u'and', 'STOP_SYMBOL']"
31.0,253.0,embracing,"['START_SYMBOL', u'embracing', 'STOP_SYMBOL']"
32.0,253.0,you.,"['START_SYMBOL', u'you', u'.', 'STOP_SYMBOL']"
33.0,253.0,you know what death really,"['START_SYMBOL', u'you', u'know', u'what', u'death', u'really', 'STOP_SYMBOL']"
34.0,253.0,is?,"['START_SYMBOL', u'is', u'?', 'STOP_SYMBOL']"
35.0,253.0,come see me,"['START_SYMBOL', u'come', u'see', u'me', 'STOP_SYMBOL']"
36.0,253.0,as I slip the Gold Card,"['START_SYMBOL', u'as', u'i', u'slip', u'the', u'gold', u'card', 'STOP_SYMBOL']"
37.0,253.0,to the waiter,"['START_SYMBOL', u'to', u'the', u'waiter', 'STOP_SYMBOL']"
38.0,253.0,while,"['START_SYMBOL', u'while', 'STOP_SYMBOL']"
39.0,253.0,disliking,"['START_SYMBOL', u'disliking', 'STOP_SYMBOL']"
40.0,253.0,you. or,"['START_SYMBOL', u'you', u'.', u'or', 'STOP_SYMBOL']"
41.0,253.0,worse.,"['START_SYMBOL', u'worse', u'.', 'STOP_SYMBOL']"
1.0,254.0,they all keep publishing poems,"['START_SYMBOL', u'they', u'all', u'keep', u'publishing', u'poems', 'STOP_SYMBOL']"
2.0,254.0,but it's doubtful what a,"['START_SYMBOL', u'but', u'it', u""'s"", u'doubtful', u'what', u'a', 'STOP_SYMBOL']"
3.0,254.0,poem can really accomplish.,"['START_SYMBOL', u'poem', u'can', u'really', u'accomplish', u'.', 'STOP_SYMBOL']"
4.0,254.0,centuries of poems,"['START_SYMBOL', u'centuries', u'of', u'poems', 'STOP_SYMBOL']"
5.0,254.0,and we're back to the,"['START_SYMBOL', u'and', u'we', u""'re"", u'back', u'to', u'the', 'STOP_SYMBOL']"
6.0,254.0,starting point.,"['START_SYMBOL', u'starting', u'point', u'.', 'STOP_SYMBOL']"
7.0,254.0,"like philosophy, history,","['START_SYMBOL', u'like', u'philosophy', u',', u'history', u',', 'STOP_SYMBOL']"
8.0,254.0,"medicine, science, poems seem to","['START_SYMBOL', u'medicine', u',', u'science', u',', u'poems', u'seem', u'to', 'STOP_SYMBOL']"
9.0,254.0,"alter things,","['START_SYMBOL', u'alter', u'things', u',', 'STOP_SYMBOL']"
10.0,254.0,seem to lead toward a way,"['START_SYMBOL', u'seem', u'to', u'lead', u'toward', u'a', u'way', 'STOP_SYMBOL']"
11.0,254.0,out,"['START_SYMBOL', u'out', 'STOP_SYMBOL']"
12.0,254.0,then falter against the,"['START_SYMBOL', u'then', u'falter', u'against', u'the', 'STOP_SYMBOL']"
13.0,254.0,changing currents and increasing,"['START_SYMBOL', u'changing', u'currents', u'and', u'increasing', 'STOP_SYMBOL']"
14.0,254.0,odds.,"['START_SYMBOL', u'odds', u'.', 'STOP_SYMBOL']"
15.0,254.0,a poem is no better than a,"['START_SYMBOL', u'a', u'poem', u'is', u'no', u'better', u'than', u'a', 'STOP_SYMBOL']"
16.0,254.0,"good can opener,","['START_SYMBOL', u'good', u'can', u'opener', u',', 'STOP_SYMBOL']"
17.0,254.0,"a spare tire,","['START_SYMBOL', u'a', u'spare', u'tire', u',', 'STOP_SYMBOL']"
18.0,254.0,or,"['START_SYMBOL', u'or', 'STOP_SYMBOL']"
19.0,254.0,aspirin for a,"['START_SYMBOL', u'aspirin', u'for', u'a', 'STOP_SYMBOL']"
20.0,254.0,headache.,"['START_SYMBOL', u'headache', u'.', 'STOP_SYMBOL']"
21.0,254.0,the poem isn't much,"['START_SYMBOL', u'the', u'poem', u'is', u""n't"", u'much', 'STOP_SYMBOL']"
22.0,254.0,but let me tell you,"['START_SYMBOL', u'but', u'let', u'me', u'tell', u'you', 'STOP_SYMBOL']"
23.0,254.0,if I hadn't discovered,"['START_SYMBOL', u'if', u'i', u'had', u""n't"", u'discovered', 'STOP_SYMBOL']"
24.0,254.0,it,"['START_SYMBOL', u'it', 'STOP_SYMBOL']"
25.0,254.0,I would be dead,"['START_SYMBOL', u'i', u'would', u'be', u'dead', 'STOP_SYMBOL']"
26.0,254.0,or,"['START_SYMBOL', u'or', 'STOP_SYMBOL']"
27.0,254.0,you would be dead,"['START_SYMBOL', u'you', u'would', u'be', u'dead', 'STOP_SYMBOL']"
28.0,254.0,or many people,"['START_SYMBOL', u'or', u'many', u'people', 'STOP_SYMBOL']"
29.0,254.0,would be,"['START_SYMBOL', u'would', u'be', 'STOP_SYMBOL']"
30.0,254.0,dead,"['START_SYMBOL', u'dead', 'STOP_SYMBOL']"
31.0,254.0,or,"['START_SYMBOL', u'or', 'STOP_SYMBOL']"
32.0,254.0,if not dead,"['START_SYMBOL', u'if', u'not', u'dead', 'STOP_SYMBOL']"
33.0,254.0,then horribly,"['START_SYMBOL', u'then', u'horribly', 'STOP_SYMBOL']"
34.0,254.0,mutilated,"['START_SYMBOL', u'mutilated', 'STOP_SYMBOL']"
35.0,254.0,in one sense or,"['START_SYMBOL', u'in', u'one', u'sense', u'or', 'STOP_SYMBOL']"
36.0,254.0,another.,"['START_SYMBOL', u'another', u'.', 'STOP_SYMBOL']"
37.0,254.0,"still, a poem can only","['START_SYMBOL', u'still', u',', u'a', u'poem', u'can', u'only', 'STOP_SYMBOL']"
38.0,254.0,be a poem.,"['START_SYMBOL', u'be', u'a', u'poem', u'.', 'STOP_SYMBOL']"
39.0,254.0,lines like these,"['START_SYMBOL', u'lines', u'like', u'these', 'STOP_SYMBOL']"
40.0,254.0,floating on a page,"['START_SYMBOL', u'floating', u'on', u'a', u'page', 'STOP_SYMBOL']"
41.0,254.0,burning holes in the face of,"['START_SYMBOL', u'burning', u'holes', u'in', u'the', u'face', u'of', 'STOP_SYMBOL']"
42.0,254.0,death,"['START_SYMBOL', u'death', 'STOP_SYMBOL']"
43.0,254.0,twisting the cap off the tube,"['START_SYMBOL', u'twisting', u'the', u'cap', u'off', u'the', u'tube', 'STOP_SYMBOL']"
44.0,254.0,of,"['START_SYMBOL', u'of', 'STOP_SYMBOL']"
45.0,254.0,night,"['START_SYMBOL', u'night', 'STOP_SYMBOL']"
46.0,254.0,following the dog of summer,"['START_SYMBOL', u'following', u'the', u'dog', u'of', u'summer', 'STOP_SYMBOL']"
47.0,254.0,to the end of his,"['START_SYMBOL', u'to', u'the', u'end', u'of', u'his', 'STOP_SYMBOL']"
48.0,254.0,rope.,"['START_SYMBOL', u'rope', u'.', 'STOP_SYMBOL']"
49.0,254.0,huh?,"['START_SYMBOL', u'huh', u'?', 'STOP_SYMBOL']"
1.0,255.0,keeps evolving and there is more,"['START_SYMBOL', u'keeps', u'evolving', u'and', u'there', u'is', u'more', 'STOP_SYMBOL']"
2.0,255.0,of it.,"['START_SYMBOL', u'of', u'it', u'.', 'STOP_SYMBOL']"
3.0,255.0,in the old days,"['START_SYMBOL', u'in', u'the', u'old', u'days', 'STOP_SYMBOL']"
4.0,255.0,"many letters were from ladies,","['START_SYMBOL', u'many', u'letters', u'were', u'from', u'ladies', u',', 'STOP_SYMBOL']"
5.0,255.0,often with photos.,"['START_SYMBOL', u'often', u'with', u'photos', u'.', 'STOP_SYMBOL']"
6.0,255.0,I'd tell them to come visit,"['START_SYMBOL', u'i', u""'d"", u'tell', u'them', u'to', u'come', u'visit', 'STOP_SYMBOL']"
7.0,255.0,and I met them at the airport,"['START_SYMBOL', u'and', u'i', u'met', u'them', u'at', u'the', u'airport', 'STOP_SYMBOL']"
8.0,255.0,and drove them,"['START_SYMBOL', u'and', u'drove', u'them', 'STOP_SYMBOL']"
9.0,255.0,home.,"['START_SYMBOL', u'home', u'.', 'STOP_SYMBOL']"
10.0,255.0,then there was drinking and,"['START_SYMBOL', u'then', u'there', u'was', u'drinking', u'and', 'STOP_SYMBOL']"
11.0,255.0,sex.,"['START_SYMBOL', u'sex', u'.', 'STOP_SYMBOL']"
12.0,255.0,"most stayed two or three days,","['START_SYMBOL', u'most', u'stayed', u'two', u'or', u'three', u'days', u',', 'STOP_SYMBOL']"
13.0,255.0,then left.,"['START_SYMBOL', u'then', u'left', u'.', 'STOP_SYMBOL']"
14.0,255.0,there were also letters from,"['START_SYMBOL', u'there', u'were', u'also', u'letters', u'from', 'STOP_SYMBOL']"
15.0,255.0,"men in jail, some as far away as","['START_SYMBOL', u'men', u'in', u'jail', u',', u'some', u'as', u'far', u'away', u'as', 'STOP_SYMBOL']"
16.0,255.0,Australia.,"['START_SYMBOL', u'australia', u'.', 'STOP_SYMBOL']"
17.0,255.0,I answered these letters.,"['START_SYMBOL', u'i', u'answered', u'these', u'letters', u'.', 'STOP_SYMBOL']"
18.0,255.0,there were also letters from,"['START_SYMBOL', u'there', u'were', u'also', u'letters', u'from', 'STOP_SYMBOL']"
19.0,255.0,"poets, known and","['START_SYMBOL', u'poets', u',', u'known', u'and', 'STOP_SYMBOL']"
20.0,255.0,unknown.,"['START_SYMBOL', u'unknown', u'.', 'STOP_SYMBOL']"
21.0,255.0,then there were a few mental,"['START_SYMBOL', u'then', u'there', u'were', u'a', u'few', u'mental', 'STOP_SYMBOL']"
22.0,255.0,cases.,"['START_SYMBOL', u'cases', u'.', 'STOP_SYMBOL']"
23.0,255.0,I answered these as well.,"['START_SYMBOL', u'i', u'answered', u'these', u'as', u'well', u'.', 'STOP_SYMBOL']"
24.0,255.0,the problem was that they all,"['START_SYMBOL', u'the', u'problem', u'was', u'that', u'they', u'all', 'STOP_SYMBOL']"
25.0,255.0,wanted continual,"['START_SYMBOL', u'wanted', u'continual', 'STOP_SYMBOL']"
26.0,255.0,"response,","['START_SYMBOL', u'response', u',', 'STOP_SYMBOL']"
27.0,255.0,a life-long correspondence.,"['START_SYMBOL', u'a', u'life-long', u'correspondence', u'.', 'STOP_SYMBOL']"
28.0,255.0,when I would inform them,"['START_SYMBOL', u'when', u'i', u'would', u'inform', u'them', 'STOP_SYMBOL']"
29.0,255.0,that this couldn't be done,"['START_SYMBOL', u'that', u'this', u'could', u""n't"", u'be', u'done', 'STOP_SYMBOL']"
30.0,255.0,I received some irrational,"['START_SYMBOL', u'i', u'received', u'some', u'irrational', 'STOP_SYMBOL']"
31.0,255.0,and foul responses,"['START_SYMBOL', u'and', u'foul', u'responses', 'STOP_SYMBOL']"
32.0,255.0,in return.,"['START_SYMBOL', u'in', u'return', u'.', 'STOP_SYMBOL']"
33.0,255.0,I found myself writing dozens,"['START_SYMBOL', u'i', u'found', u'myself', u'writing', u'dozens', 'STOP_SYMBOL']"
34.0,255.0,of letters a,"['START_SYMBOL', u'of', u'letters', u'a', 'STOP_SYMBOL']"
35.0,255.0,month.,"['START_SYMBOL', u'month', u'.', 'STOP_SYMBOL']"
36.0,255.0,and my intention,"['START_SYMBOL', u'and', u'my', u'intention', 'STOP_SYMBOL']"
37.0,255.0,as a writer had not been to,"['START_SYMBOL', u'as', u'a', u'writer', u'had', u'not', u'been', u'to', 'STOP_SYMBOL']"
38.0,255.0,correspond with,"['START_SYMBOL', u'correspond', u'with', 'STOP_SYMBOL']"
39.0,255.0,any and,"['START_SYMBOL', u'any', u'and', 'STOP_SYMBOL']"
40.0,255.0,all.,"['START_SYMBOL', u'all', u'.', 'STOP_SYMBOL']"
41.0,255.0,I finally gave up,"['START_SYMBOL', u'i', u'finally', u'gave', u'up', 'STOP_SYMBOL']"
42.0,255.0,babying my,"['START_SYMBOL', u'babying', u'my', 'STOP_SYMBOL']"
43.0,255.0,mailbox.,"['START_SYMBOL', u'mailbox', u'.', 'STOP_SYMBOL']"
44.0,255.0,I read my mail but in,"['START_SYMBOL', u'i', u'read', u'my', u'mail', u'but', u'in', 'STOP_SYMBOL']"
45.0,255.0,90 percent of the cases,"['START_SYMBOL', u'90', u'percent', u'of', u'the', u'cases', 'STOP_SYMBOL']"
46.0,255.0,I didn't,"['START_SYMBOL', u'i', u'did', u""n't"", 'STOP_SYMBOL']"
47.0,255.0,respond.,"['START_SYMBOL', u'respond', u'.', 'STOP_SYMBOL']"
48.0,255.0,I heard a story about,"['START_SYMBOL', u'i', u'heard', u'a', u'story', u'about', 'STOP_SYMBOL']"
49.0,255.0,Faulkner.,"['START_SYMBOL', u'faulkner', u'.', 'STOP_SYMBOL']"
50.0,255.0,when he got a letter,"['START_SYMBOL', u'when', u'he', u'got', u'a', u'letter', 'STOP_SYMBOL']"
51.0,255.0,he held it up to the,"['START_SYMBOL', u'he', u'held', u'it', u'up', u'to', u'the', 'STOP_SYMBOL']"
52.0,255.0,light.,"['START_SYMBOL', u'light', u'.', 'STOP_SYMBOL']"
53.0,255.0,if he didn't see a check,"['START_SYMBOL', u'if', u'he', u'did', u""n't"", u'see', u'a', u'check', 'STOP_SYMBOL']"
54.0,255.0,in there,"['START_SYMBOL', u'in', u'there', 'STOP_SYMBOL']"
55.0,255.0,he threw it away,"['START_SYMBOL', u'he', u'threw', u'it', u'away', 'STOP_SYMBOL']"
56.0,255.0,unopened.,"['START_SYMBOL', u'unopened', u'.', 'STOP_SYMBOL']"
57.0,255.0,I read my mail,"['START_SYMBOL', u'i', u'read', u'my', u'mail', 'STOP_SYMBOL']"
58.0,255.0,then threw it,"['START_SYMBOL', u'then', u'threw', u'it', 'STOP_SYMBOL']"
59.0,255.0,away.,"['START_SYMBOL', u'away', u'.', 'STOP_SYMBOL']"
60.0,255.0,now much of my mail,"['START_SYMBOL', u'now', u'much', u'of', u'my', u'mail', 'STOP_SYMBOL']"
61.0,255.0,is from college,"['START_SYMBOL', u'is', u'from', u'college', 'STOP_SYMBOL']"
62.0,255.0,professors.,"['START_SYMBOL', u'professors', u'.', 'STOP_SYMBOL']"
63.0,255.0,some of them are,"['START_SYMBOL', u'some', u'of', u'them', u'are', 'STOP_SYMBOL']"
64.0,255.0,precise and pleasant,"['START_SYMBOL', u'precise', u'and', u'pleasant', 'STOP_SYMBOL']"
65.0,255.0,enough,"['START_SYMBOL', u'enough', 'STOP_SYMBOL']"
66.0,255.0,but few are worthy,"['START_SYMBOL', u'but', u'few', u'are', u'worthy', 'STOP_SYMBOL']"
67.0,255.0,of response.,"['START_SYMBOL', u'of', u'response', u'.', 'STOP_SYMBOL']"
68.0,255.0,and there are a couple of,"['START_SYMBOL', u'and', u'there', u'are', u'a', u'couple', u'of', 'STOP_SYMBOL']"
69.0,255.0,self-published books of poetry,"['START_SYMBOL', u'self-published', u'books', u'of', u'poetry', 'STOP_SYMBOL']"
70.0,255.0,"a week,","['START_SYMBOL', u'a', u'week', u',', 'STOP_SYMBOL']"
71.0,255.0,few worthy of,"['START_SYMBOL', u'few', u'worthy', u'of', 'STOP_SYMBOL']"
72.0,255.0,response.,"['START_SYMBOL', u'response', u'.', 'STOP_SYMBOL']"
73.0,255.0,the ladies and the,"['START_SYMBOL', u'the', u'ladies', u'and', u'the', 'STOP_SYMBOL']"
74.0,255.0,convicts and the madmen,"['START_SYMBOL', u'convicts', u'and', u'the', u'madmen', 'STOP_SYMBOL']"
75.0,255.0,have dropped,"['START_SYMBOL', u'have', u'dropped', 'STOP_SYMBOL']"
76.0,255.0,away.,"['START_SYMBOL', u'away', u'.', 'STOP_SYMBOL']"
77.0,255.0,I still get letters from,"['START_SYMBOL', u'i', u'still', u'get', u'letters', u'from', 'STOP_SYMBOL']"
78.0,255.0,people who announce they will,"['START_SYMBOL', u'people', u'who', u'announce', u'they', u'will', 'STOP_SYMBOL']"
79.0,255.0,soon be in town to,"['START_SYMBOL', u'soon', u'be', u'in', u'town', u'to', 'STOP_SYMBOL']"
80.0,255.0,"""drink 8 or ten beers"" with","['START_SYMBOL', u'``', u'drink', u'8', u'or', u'ten', u'beers', u""''"", u'with', 'STOP_SYMBOL']"
81.0,255.0,me ...,"['START_SYMBOL', u'me', u'...', 'STOP_SYMBOL']"
82.0,255.0,my job,"['START_SYMBOL', u'my', u'job', 'STOP_SYMBOL']"
83.0,255.0,as a writer,"['START_SYMBOL', u'as', u'a', u'writer', 'STOP_SYMBOL']"
84.0,255.0,is to write.,"['START_SYMBOL', u'is', u'to', u'write', u'.', 'STOP_SYMBOL']"
85.0,255.0,I am not a counselor,"['START_SYMBOL', u'i', u'am', u'not', u'a', u'counselor', 'STOP_SYMBOL']"
86.0,255.0,"nor an entertainer,","['START_SYMBOL', u'nor', u'an', u'entertainer', u',', 'STOP_SYMBOL']"
87.0,255.0,nor am I interested in,"['START_SYMBOL', u'nor', u'am', u'i', u'interested', u'in', 'STOP_SYMBOL']"
88.0,255.0,reading books of,"['START_SYMBOL', u'reading', u'books', u'of', 'STOP_SYMBOL']"
89.0,255.0,poesy,"['START_SYMBOL', u'poesy', 'STOP_SYMBOL']"
90.0,255.0,or bedding down,"['START_SYMBOL', u'or', u'bedding', u'down', 'STOP_SYMBOL']"
91.0,255.0,or giving blurbs,"['START_SYMBOL', u'or', u'giving', u'blurbs', 'STOP_SYMBOL']"
92.0,255.0,or recommending unsung,"['START_SYMBOL', u'or', u'recommending', u'unsung', 'STOP_SYMBOL']"
93.0,255.0,so-called geniuses,"['START_SYMBOL', u'so-called', u'geniuses', 'STOP_SYMBOL']"
94.0,255.0,to my,"['START_SYMBOL', u'to', u'my', 'STOP_SYMBOL']"
95.0,255.0,publisher.,"['START_SYMBOL', u'publisher', u'.', 'STOP_SYMBOL']"
96.0,255.0,when I was an unknown,"['START_SYMBOL', u'when', u'i', u'was', u'an', u'unknown', 'STOP_SYMBOL']"
97.0,255.0,writer,"['START_SYMBOL', u'writer', 'STOP_SYMBOL']"
98.0,255.0,I sent my work,"['START_SYMBOL', u'i', u'sent', u'my', u'work', 'STOP_SYMBOL']"
99.0,255.0,directly to the magazines,"['START_SYMBOL', u'directly', u'to', u'the', u'magazines', 'STOP_SYMBOL']"
100.0,255.0,"and the publishers,","['START_SYMBOL', u'and', u'the', u'publishers', u',', 'STOP_SYMBOL']"
101.0,255.0,never with a cover,"['START_SYMBOL', u'never', u'with', u'a', u'cover', 'STOP_SYMBOL']"
102.0,255.0,"letter,","['START_SYMBOL', u'letter', u',', 'STOP_SYMBOL']"
103.0,255.0,and I never knocked on,"['START_SYMBOL', u'and', u'i', u'never', u'knocked', u'on', 'STOP_SYMBOL']"
104.0,255.0,anybody's,"['START_SYMBOL', u'anybody', u""'s"", 'STOP_SYMBOL']"
105.0,255.0,door,"['START_SYMBOL', u'door', 'STOP_SYMBOL']"
106.0,255.0,and I never read my,"['START_SYMBOL', u'and', u'i', u'never', u'read', u'my', 'STOP_SYMBOL']"
107.0,255.0,work to my wives or,"['START_SYMBOL', u'work', u'to', u'my', u'wives', u'or', 'STOP_SYMBOL']"
108.0,255.0,my girlfriends,"['START_SYMBOL', u'my', u'girlfriends', 'STOP_SYMBOL']"
109.0,255.0,or anybody.,"['START_SYMBOL', u'or', u'anybody', u'.', 'STOP_SYMBOL']"
110.0,255.0,when you are in a prize fight,"['START_SYMBOL', u'when', u'you', u'are', u'in', u'a', u'prize', u'fight', 'STOP_SYMBOL']"
111.0,255.0,you climb into the,"['START_SYMBOL', u'you', u'climb', u'into', u'the', 'STOP_SYMBOL']"
112.0,255.0,"ring,","['START_SYMBOL', u'ring', u',', 'STOP_SYMBOL']"
113.0,255.0,you do it where it is,"['START_SYMBOL', u'you', u'do', u'it', u'where', u'it', u'is', 'STOP_SYMBOL']"
114.0,255.0,done.,"['START_SYMBOL', u'done', u'.', 'STOP_SYMBOL']"
115.0,255.0,and it's not done at,"['START_SYMBOL', u'and', u'it', u""'s"", u'not', u'done', u'at', 'STOP_SYMBOL']"
116.0,255.0,literary parties or by,"['START_SYMBOL', u'literary', u'parties', u'or', u'by', 'STOP_SYMBOL']"
117.0,255.0,writing Burroughs or,"['START_SYMBOL', u'writing', u'burroughs', u'or', 'STOP_SYMBOL']"
118.0,255.0,Mailer,"['START_SYMBOL', u'mailer', 'STOP_SYMBOL']"
119.0,255.0,or Ferlinghetti.,"['START_SYMBOL', u'or', u'ferlinghetti', u'.', 'STOP_SYMBOL']"
120.0,255.0,you sit down at your,"['START_SYMBOL', u'you', u'sit', u'down', u'at', u'your', 'STOP_SYMBOL']"
121.0,255.0,machine,"['START_SYMBOL', u'machine', 'STOP_SYMBOL']"
122.0,255.0,and fire it into the,"['START_SYMBOL', u'and', u'fire', u'it', u'into', u'the', 'STOP_SYMBOL']"
123.0,255.0,"unknown,","['START_SYMBOL', u'unknown', u',', 'STOP_SYMBOL']"
124.0,255.0,and if you don't have,"['START_SYMBOL', u'and', u'if', u'you', u'do', u""n't"", u'have', 'STOP_SYMBOL']"
125.0,255.0,a machine,"['START_SYMBOL', u'a', u'machine', 'STOP_SYMBOL']"
126.0,255.0,you write it on the,"['START_SYMBOL', u'you', u'write', u'it', u'on', u'the', 'STOP_SYMBOL']"
127.0,255.0,walls or on the edges,"['START_SYMBOL', u'walls', u'or', u'on', u'the', u'edges', 'STOP_SYMBOL']"
128.0,255.0,of newspapers.,"['START_SYMBOL', u'of', u'newspapers', u'.', 'STOP_SYMBOL']"
129.0,255.0,and you'll keep doing,"['START_SYMBOL', u'and', u'you', u""'ll"", u'keep', u'doing', 'STOP_SYMBOL']"
130.0,255.0,"it,","['START_SYMBOL', u'it', u',', 'STOP_SYMBOL']"
131.0,255.0,"doing it,","['START_SYMBOL', u'doing', u'it', u',', 'STOP_SYMBOL']"
132.0,255.0,and if you've got,"['START_SYMBOL', u'and', u'if', u'you', u""'ve"", u'got', 'STOP_SYMBOL']"
133.0,255.0,"it,","['START_SYMBOL', u'it', u',', 'STOP_SYMBOL']"
134.0,255.0,the guts and the,"['START_SYMBOL', u'the', u'guts', u'and', u'the', 'STOP_SYMBOL']"
135.0,255.0,laughter and the manner,"['START_SYMBOL', u'laughter', u'and', u'the', u'manner', 'STOP_SYMBOL']"
136.0,255.0,of saying it,"['START_SYMBOL', u'of', u'saying', u'it', 'STOP_SYMBOL']"
137.0,255.0,you'll finally come,"['START_SYMBOL', u'you', u""'ll"", u'finally', u'come', 'STOP_SYMBOL']"
138.0,255.0,through.,"['START_SYMBOL', u'through', u'.', 'STOP_SYMBOL']"
139.0,255.0,forget everything,"['START_SYMBOL', u'forget', u'everything', 'STOP_SYMBOL']"
140.0,255.0,else.,"['START_SYMBOL', u'else', u'.', 'STOP_SYMBOL']"
141.0,255.0,"the gods are good,","['START_SYMBOL', u'the', u'gods', u'are', u'good', u',', 'STOP_SYMBOL']"
