line,poem,text,tokens
4.0,312.0,"and the honkytonk blues,","[u'start_symbol', u'and', u'the', u'honkytonk', u'blues', u',', u'stop_symbol']"
5.0,312.0,it seems that things just don't work,"[u'start_symbol', u'it', u'seems', u'that', u'things', u'just', u'do', u""n't"", u'work', u'stop_symbol']"
6.0,312.0,most of the time,"[u'start_symbol', u'most', u'of', u'the', u'time', u'stop_symbol']"
7.0,312.0,and when they do it will be for a,"[u'start_symbol', u'and', u'when', u'they', u'do', u'it', u'will', u'be', u'for', u'a', u'stop_symbol']"
8.0,312.0,short time,"[u'start_symbol', u'short', u'time', u'stop_symbol']"
9.0,312.0,only.,"[u'start_symbol', u'only', u'.', u'stop_symbol']"
10.0,312.0,"well, that's not news.","[u'start_symbol', u'well', u',', u'that', u""'s"", u'not', u'news', u'.', u'stop_symbol']"
11.0,312.0,nothing's news.,"[u'start_symbol', u'nothing', u""'s"", u'news', u'.', u'stop_symbol']"
12.0,312.0,it's the same old thing in,"[u'start_symbol', u'it', u""'s"", u'the', u'same', u'old', u'thing', u'in', u'stop_symbol']"
13.0,312.0,disguise.,"[u'start_symbol', u'disguise', u'.', u'stop_symbol']"
14.0,312.0,only one thing comes without a,"[u'start_symbol', u'only', u'one', u'thing', u'comes', u'without', u'a', u'stop_symbol']"
15.0,312.0,disguise and you only see it,"[u'start_symbol', u'disguise', u'and', u'you', u'only', u'see', u'it', u'stop_symbol']"
16.0,312.0,"once, or","[u'start_symbol', u'once', u',', u'or', u'stop_symbol']"
17.0,312.0,maybe never.,"[u'start_symbol', u'maybe', u'never', u'.', u'stop_symbol']"
18.0,312.0,like getting hit by a freight,"[u'start_symbol', u'like', u'getting', u'hit', u'by', u'a', u'freight', u'stop_symbol']"
19.0,312.0,train.,"[u'start_symbol', u'train', u'.', u'stop_symbol']"
20.0,312.0,makes us realize that all our,"[u'start_symbol', u'makes', u'us', u'realize', u'that', u'all', u'our', u'stop_symbol']"
21.0,312.0,moaning about long lost girls,"[u'start_symbol', u'moaning', u'about', u'long', u'lost', u'girls', u'stop_symbol']"
22.0,312.0,in gingham dresses,"[u'start_symbol', u'in', u'gingham', u'dresses', u'stop_symbol']"
23.0,312.0,is not so important,"[u'start_symbol', u'is', u'not', u'so', u'important', u'stop_symbol']"
24.0,312.0,after,"[u'start_symbol', u'after', u'stop_symbol']"
25.0,312.0,all.,"[u'start_symbol', u'all', u'.', u'stop_symbol']"
1.0,313.0,the cat sprayed in my,"[u'start_symbol', u'the', u'cat', u'sprayed', u'in', u'my', u'stop_symbol']"
2.0,313.0,computer,"[u'start_symbol', u'computer', u'stop_symbol']"
3.0,313.0,and knocked it,"[u'start_symbol', u'and', u'knocked', u'it', u'stop_symbol']"
4.0,313.0,out.,"[u'start_symbol', u'out', u'.', u'stop_symbol']"
5.0,313.0,now I'm back to the,"[u'start_symbol', u'now', u'i', u""'m"", u'back', u'to', u'the', u'stop_symbol']"
6.0,313.0,old,"[u'start_symbol', u'old', u'stop_symbol']"
7.0,313.0,typer.,"[u'start_symbol', u'typer', u'.', u'stop_symbol']"
8.0,313.0,it's,"[u'start_symbol', u'it', u""'s"", u'stop_symbol']"
9.0,313.0,tougher.,"[u'start_symbol', u'tougher', u'.', u'stop_symbol']"
10.0,313.0,it can handle,"[u'start_symbol', u'it', u'can', u'handle', u'stop_symbol']"
11.0,313.0,"cat spray, spilled beer","[u'start_symbol', u'cat', u'spray', u',', u'spilled', u'beer', u'stop_symbol']"
12.0,313.0,"and wine,","[u'start_symbol', u'and', u'wine', u',', u'stop_symbol']"
13.0,313.0,cigarette and,"[u'start_symbol', u'cigarette', u'and', u'stop_symbol']"
14.0,313.0,"cigar ashes,","[u'start_symbol', u'cigar', u'ashes', u',', u'stop_symbol']"
15.0,313.0,damned near,"[u'start_symbol', u'damned', u'near', u'stop_symbol']"
16.0,313.0,anything.,"[u'start_symbol', u'anything', u'.', u'stop_symbol']"
17.0,313.0,reminds me of,"[u'start_symbol', u'reminds', u'me', u'of', u'stop_symbol']"
18.0,313.0,myself.,"[u'start_symbol', u'myself', u'.', u'stop_symbol']"
19.0,313.0,"welcome back,","[u'start_symbol', u'welcome', u'back', u',', u'stop_symbol']"
20.0,313.0,"old boy,","[u'start_symbol', u'old', u'boy', u',', u'stop_symbol']"
21.0,313.0,from the,"[u'start_symbol', u'from', u'the', u'stop_symbol']"
22.0,313.0,old boy.,"[u'start_symbol', u'old', u'boy', u'.', u'stop_symbol']"
1.0,314.0,I've got this large plastic floater with headrest,"[u'start_symbol', u'i', u""'ve"", u'got', u'this', u'large', u'plastic', u'floater', u'with', u'headrest', u'stop_symbol']"
2.0,314.0,and I get onto it,"[u'start_symbol', u'and', u'i', u'get', u'onto', u'it', u'stop_symbol']"
3.0,314.0,and float about the pool,"[u'start_symbol', u'and', u'float', u'about', u'the', u'pool', u'stop_symbol']"
4.0,314.0,looking up at the tall majesty of the trees,"[u'start_symbol', u'looking', u'up', u'at', u'the', u'tall', u'majesty', u'of', u'the', u'trees', u'stop_symbol']"
5.0,314.0,through the unclear California air,"[u'start_symbol', u'through', u'the', u'unclear', u'california', u'air', u'stop_symbol']"
6.0,314.0,I paddle about searching for,"[u'start_symbol', u'i', u'paddle', u'about', u'searching', u'for', u'stop_symbol']"
7.0,314.0,different views.,"[u'start_symbol', u'different', u'views', u'.', u'stop_symbol']"
8.0,314.0,some of my cats,"[u'start_symbol', u'some', u'of', u'my', u'cats', u'stop_symbol']"
9.0,314.0,"sitting at the edge of the pool,","[u'start_symbol', u'sitting', u'at', u'the', u'edge', u'of', u'the', u'pool', u',', u'stop_symbol']"
10.0,314.0,"stare,","[u'start_symbol', u'stare', u',', u'stop_symbol']"
11.0,314.0,thinking that I have gone,"[u'start_symbol', u'thinking', u'that', u'i', u'have', u'gone', u'stop_symbol']"
12.0,314.0,crazy.,"[u'start_symbol', u'crazy', u'.', u'stop_symbol']"
13.0,314.0,maybe I have.,"[u'start_symbol', u'maybe', u'i', u'have', u'.', u'stop_symbol']"
14.0,314.0,they are used to seeing me,"[u'start_symbol', u'they', u'are', u'used', u'to', u'seeing', u'me', u'stop_symbol']"
15.0,314.0,sleeping or,"[u'start_symbol', u'sleeping', u'or', u'stop_symbol']"
16.0,314.0,at the computer,"[u'start_symbol', u'at', u'the', u'computer', u'stop_symbol']"
17.0,314.0,they don't mind,"[u'start_symbol', u'they', u'do', u""n't"", u'mind', u'stop_symbol']"
18.0,314.0,that.,"[u'start_symbol', u'that', u'.', u'stop_symbol']"
19.0,314.0,but this?,"[u'start_symbol', u'but', u'this', u'?', u'stop_symbol']"
20.0,314.0,have I turned into a,"[u'start_symbol', u'have', u'i', u'turned', u'into', u'a', u'stop_symbol']"
21.0,314.0,fish?,"[u'start_symbol', u'fish', u'?', u'stop_symbol']"
22.0,314.0,or what?,"[u'start_symbol', u'or', u'what', u'?', u'stop_symbol']"
23.0,314.0,"I flip off my floating bed,","[u'start_symbol', u'i', u'flip', u'off', u'my', u'floating', u'bed', u',', u'stop_symbol']"
24.0,314.0,sink down into the blue,"[u'start_symbol', u'sink', u'down', u'into', u'the', u'blue', u'stop_symbol']"
25.0,314.0,"pool,","[u'start_symbol', u'pool', u',', u'stop_symbol']"
26.0,314.0,"rise up,","[u'start_symbol', u'rise', u'up', u',', u'stop_symbol']"
27.0,314.0,swim to the,"[u'start_symbol', u'swim', u'to', u'the', u'stop_symbol']"
28.0,314.0,edge.,"[u'start_symbol', u'edge', u'.', u'stop_symbol']"
29.0,314.0,"I climb out,","[u'start_symbol', u'i', u'climb', u'out', u',', u'stop_symbol']"
30.0,314.0,walk toward my,"[u'start_symbol', u'walk', u'toward', u'my', u'stop_symbol']"
31.0,314.0,towel.,"[u'start_symbol', u'towel', u'.', u'stop_symbol']"
32.0,314.0,dinner soon,"[u'start_symbol', u'dinner', u'soon', u'stop_symbol']"
33.0,314.0,and the boxing matches on,"[u'start_symbol', u'and', u'the', u'boxing', u'matches', u'on', u'stop_symbol']"
34.0,314.0,"tv,","[u'start_symbol', u'tv', u',', u'stop_symbol']"
35.0,314.0,later a bottle of,"[u'start_symbol', u'later', u'a', u'bottle', u'of', u'stop_symbol']"
36.0,314.0,cabernet.,"[u'start_symbol', u'cabernet', u'.', u'stop_symbol']"
37.0,314.0,"it's so nice, this","[u'start_symbol', u'it', u""'s"", u'so', u'nice', u',', u'this', u'stop_symbol']"
38.0,314.0,road to,"[u'start_symbol', u'road', u'to', u'stop_symbol']"
39.0,314.0,hell.,"[u'start_symbol', u'hell', u'.', u'stop_symbol']"
1.0,315.0,"sitting in this old chair, listening to Bach,","[u'start_symbol', u'sitting', u'in', u'this', u'old', u'chair', u',', u'listening', u'to', u'bach', u',', u'stop_symbol']"
2.0,315.0,"the music splashes across me, refreshing, delightful.","[u'start_symbol', u'the', u'music', u'splashes', u'across', u'me', u',', u'refreshing', u',', u'delightful', u'.', u'stop_symbol']"
3.0,315.0,"I need it, tonight I feel like a man who has come back","[u'start_symbol', u'i', u'need', u'it', u',', u'tonight', u'i', u'feel', u'like', u'a', u'man', u'who', u'has', u'come', u'back', u'stop_symbol']"
4.0,315.0,"from the same old war, death in life,","[u'start_symbol', u'from', u'the', u'same', u'old', u'war', u',', u'death', u'in', u'life', u',', u'stop_symbol']"
5.0,315.0,"as my guts say not again, not again, to have fought","[u'start_symbol', u'as', u'my', u'guts', u'say', u'not', u'again', u',', u'not', u'again', u',', u'to', u'have', u'fought', u'stop_symbol']"
6.0,315.0,so hard for what?,"[u'start_symbol', u'so', u'hard', u'for', u'what', u'?', u'stop_symbol']"
7.0,315.0,"too often, the only escape is sleep.","[u'start_symbol', u'too', u'often', u',', u'the', u'only', u'escape', u'is', u'sleep', u'.', u'stop_symbol']"
8.0,315.0,"Bach saves me, momentarily.","[u'start_symbol', u'bach', u'saves', u'me', u',', u'momentarily', u'.', u'stop_symbol']"
9.0,315.0,"so often I hear my father laughing, the dead laughter","[u'start_symbol', u'so', u'often', u'i', u'hear', u'my', u'father', u'laughing', u',', u'the', u'dead', u'laughter', u'stop_symbol']"
10.0,315.0,of the father who seldom laughed in life,"[u'start_symbol', u'of', u'the', u'father', u'who', u'seldom', u'laughed', u'in', u'life', u'stop_symbol']"
11.0,315.0,is laughing now.,"[u'start_symbol', u'is', u'laughing', u'now', u'.', u'stop_symbol']"
12.0,315.0,"then I hear him speak: ""You haven't escaped me.","[u'start_symbol', u'then', u'i', u'hear', u'him', u'speak', u':', u'``', u'you', u'have', u""n't"", u'escaped', u'me', u'.', u'stop_symbol']"
13.0,315.0,I appear in new forms and work at you through,"[u'start_symbol', u'i', u'appear', u'in', u'new', u'forms', u'and', u'work', u'at', u'you', u'through', u'stop_symbol']"
14.0,315.0,them.,"[u'start_symbol', u'them', u'.', u'stop_symbol']"
15.0,315.0,I'm going to make sure that hell never stops for,"[u'start_symbol', u'i', u""'m"", u'going', u'to', u'make', u'sure', u'that', u'hell', u'never', u'stops', u'for', u'stop_symbol']"
16.0,315.0,"you.""","[u'start_symbol', u'you', u'.', u""''"", u'stop_symbol']"
17.0,315.0,then Bach is back.,"[u'start_symbol', u'then', u'bach', u'is', u'back', u'.', u'stop_symbol']"
18.0,315.0,Bach couldn't you have been my father?,"[u'start_symbol', u'bach', u'could', u""n't"", u'you', u'have', u'been', u'my', u'father', u'?', u'stop_symbol']"
19.0,315.0,"nonetheless, you make my hell","[u'start_symbol', u'nonetheless', u',', u'you', u'make', u'my', u'hell', u'stop_symbol']"
20.0,315.0,bearable.,"[u'start_symbol', u'bearable', u'.', u'stop_symbol']"
21.0,315.0,"I have come back from suicide, the park bench, it was a","[u'start_symbol', u'i', u'have', u'come', u'back', u'from', u'suicide', u',', u'the', u'park', u'bench', u',', u'it', u'was', u'a', u'stop_symbol']"
22.0,315.0,good fight,"[u'start_symbol', u'good', u'fight', u'stop_symbol']"
23.0,315.0,"but my father is still in the world,","[u'start_symbol', u'but', u'my', u'father', u'is', u'still', u'in', u'the', u'world', u',', u'stop_symbol']"
24.0,315.0,he gets very close at times,"[u'start_symbol', u'he', u'gets', u'very', u'close', u'at', u'times', u'stop_symbol']"
25.0,315.0,"and suicide creeps back into my brain,","[u'start_symbol', u'and', u'suicide', u'creeps', u'back', u'into', u'my', u'brain', u',', u'stop_symbol']"
26.0,315.0,"sits there, sits there.","[u'start_symbol', u'sits', u'there', u',', u'sits', u'there', u'.', u'stop_symbol']"
27.0,315.0,"as old as I have gotten,","[u'start_symbol', u'as', u'old', u'as', u'i', u'have', u'gotten', u',', u'stop_symbol']"
28.0,315.0,"there is still now no peace,","[u'start_symbol', u'there', u'is', u'still', u'now', u'no', u'peace', u',', u'stop_symbol']"
29.0,315.0,"no place,","[u'start_symbol', u'no', u'place', u',', u'stop_symbol']"
30.0,315.0,"and it has been months since I,","[u'start_symbol', u'and', u'it', u'has', u'been', u'months', u'since', u'i', u',', u'stop_symbol']"
31.0,315.0,"myself, have laughed.","[u'start_symbol', u'myself', u',', u'have', u'laughed', u'.', u'stop_symbol']"
32.0,315.0,now Bach has stopped,"[u'start_symbol', u'now', u'bach', u'has', u'stopped', u'stop_symbol']"
33.0,315.0,and I sit in this old chair.,"[u'start_symbol', u'and', u'i', u'sit', u'in', u'this', u'old', u'chair', u'.', u'stop_symbol']"
34.0,315.0,"old man, old chair.","[u'start_symbol', u'old', u'man', u',', u'old', u'chair', u'.', u'stop_symbol']"
35.0,315.0,"I still have the walls, I still have my","[u'start_symbol', u'i', u'still', u'have', u'the', u'walls', u',', u'i', u'still', u'have', u'my', u'stop_symbol']"
36.0,315.0,death to do.,"[u'start_symbol', u'death', u'to', u'do', u'.', u'stop_symbol']"
37.0,315.0,I am alone but not lonely.,"[u'start_symbol', u'i', u'am', u'alone', u'but', u'not', u'lonely', u'.', u'stop_symbol']"
38.0,315.0,we all expect more than there,"[u'start_symbol', u'we', u'all', u'expect', u'more', u'than', u'there', u'stop_symbol']"
39.0,315.0,is.,"[u'start_symbol', u'is', u'.', u'stop_symbol']"
40.0,315.0,"I sit in undershirt, striped pants, slippers.","[u'start_symbol', u'i', u'sit', u'in', u'undershirt', u',', u'striped', u'pants', u',', u'slippers', u'.', u'stop_symbol']"
41.0,315.0,"hell has a head, hell has feet and a mouth,","[u'start_symbol', u'hell', u'has', u'a', u'head', u',', u'hell', u'has', u'feet', u'and', u'a', u'mouth', u',', u'stop_symbol']"
42.0,315.0,"hell has hair and nostrils,","[u'start_symbol', u'hell', u'has', u'hair', u'and', u'nostrils', u',', u'stop_symbol']"
43.0,315.0,hell curves down and encircles me,"[u'start_symbol', u'hell', u'curves', u'down', u'and', u'encircles', u'me', u'stop_symbol']"
44.0,315.0,"and I think of bridges, windows,","[u'start_symbol', u'and', u'i', u'think', u'of', u'bridges', u',', u'windows', u',', u'stop_symbol']"
45.0,315.0,"buildings, sidewalks,","[u'start_symbol', u'buildings', u',', u'sidewalks', u',', u'stop_symbol']"
46.0,315.0,"last New Year's Eve,","[u'start_symbol', u'last', u'new', u'year', u""'s"", u'eve', u',', u'stop_symbol']"
47.0,315.0,"an eyeball in the sand,","[u'start_symbol', u'an', u'eyeball', u'in', u'the', u'sand', u',', u'stop_symbol']"
48.0,315.0,"the dogs, the dogs, running in this","[u'start_symbol', u'the', u'dogs', u',', u'the', u'dogs', u',', u'running', u'in', u'this', u'stop_symbol']"
49.0,315.0,"room now,","[u'start_symbol', u'room', u'now', u',', u'stop_symbol']"
50.0,315.0,"eight of them,","[u'start_symbol', u'eight', u'of', u'them', u',', u'stop_symbol']"
51.0,315.0,"nine of them,","[u'start_symbol', u'nine', u'of', u'them', u',', u'stop_symbol']"
52.0,315.0,"many of them,","[u'start_symbol', u'many', u'of', u'them', u',', u'stop_symbol']"
53.0,315.0,"coming closer and closer,","[u'start_symbol', u'coming', u'closer', u'and', u'closer', u',', u'stop_symbol']"
54.0,315.0,"I watch them,","[u'start_symbol', u'i', u'watch', u'them', u',', u'stop_symbol']"
55.0,315.0,"I wait,","[u'start_symbol', u'i', u'wait', u',', u'stop_symbol']"
56.0,315.0,"old in my slippers,","[u'start_symbol', u'old', u'in', u'my', u'slippers', u',', u'stop_symbol']"
57.0,315.0,"something cutting through me,","[u'start_symbol', u'something', u'cutting', u'through', u'me', u',', u'stop_symbol']"
58.0,315.0,the dark night humming and,"[u'start_symbol', u'the', u'dark', u'night', u'humming', u'and', u'stop_symbol']"
59.0,315.0,"no laughter,","[u'start_symbol', u'no', u'laughter', u',', u'stop_symbol']"
60.0,315.0,no laughter,"[u'start_symbol', u'no', u'laughter', u'stop_symbol']"
61.0,315.0,ever,"[u'start_symbol', u'ever', u'stop_symbol']"
62.0,315.0,again.,"[u'start_symbol', u'again', u'.', u'stop_symbol']"
1.0,316.0,just lost another poem in this,"[u'start_symbol', u'just', u'lost', u'another', u'poem', u'in', u'this', u'stop_symbol']"
2.0,316.0,computer.,"[u'start_symbol', u'computer', u'.', u'stop_symbol']"
3.0,316.0,I don't believe it was,"[u'start_symbol', u'i', u'do', u""n't"", u'believe', u'it', u'was', u'stop_symbol']"
4.0,316.0,immortal.,"[u'start_symbol', u'immortal', u'.', u'stop_symbol']"
5.0,316.0,neither was this day,"[u'start_symbol', u'neither', u'was', u'this', u'day', u'stop_symbol']"
6.0,316.0,or night.,"[u'start_symbol', u'or', u'night', u'.', u'stop_symbol']"
7.0,316.0,not when all you,"[u'start_symbol', u'not', u'when', u'all', u'you', u'stop_symbol']"
8.0,316.0,can remember,"[u'start_symbol', u'can', u'remember', u'stop_symbol']"
9.0,316.0,is the 4 horse breaking,"[u'start_symbol', u'is', u'the', u'4', u'horse', u'breaking', u'stop_symbol']"
10.0,316.0,through the gate,"[u'start_symbol', u'through', u'the', u'gate', u'stop_symbol']"
11.0,316.0,and spilling the jock,"[u'start_symbol', u'and', u'spilling', u'the', u'jock', u'stop_symbol']"
12.0,316.0,in the yellow silks,"[u'start_symbol', u'in', u'the', u'yellow', u'silks', u'stop_symbol']"
13.0,316.0,as the man,"[u'start_symbol', u'as', u'the', u'man', u'stop_symbol']"
14.0,316.0,in front of you,"[u'start_symbol', u'in', u'front', u'of', u'you', u'stop_symbol']"
15.0,316.0,bit into a hotdog,"[u'start_symbol', u'bit', u'into', u'a', u'hotdog', u'stop_symbol']"
16.0,316.0,like a mongrel,"[u'start_symbol', u'like', u'a', u'mongrel', u'stop_symbol']"
17.0,316.0,dog,"[u'start_symbol', u'dog', u'stop_symbol']"
18.0,316.0,as the market went,"[u'start_symbol', u'as', u'the', u'market', u'went', u'stop_symbol']"
19.0,316.0,down,"[u'start_symbol', u'down', u'stop_symbol']"
20.0,316.0,and Van Gogh,"[u'start_symbol', u'and', u'van', u'gogh', u'stop_symbol']"
21.0,316.0,up.,"[u'start_symbol', u'up', u'.', u'stop_symbol']"
1.0,317.0,a schizophrenic,"[u'start_symbol', u'a', u'schizophrenic', u'stop_symbol']"
2.0,317.0,in Dallas,"[u'start_symbol', u'in', u'dallas', u'stop_symbol']"
3.0,317.0,writes me about his,"[u'start_symbol', u'writes', u'me', u'about', u'his', u'stop_symbol']"
4.0,317.0,problems:,"[u'start_symbol', u'problems', u':', u'stop_symbol']"
5.0,317.0,he,"[u'start_symbol', u'he', u'stop_symbol']"
6.0,317.0,"hears voices,","[u'start_symbol', u'hears', u'voices', u',', u'stop_symbol']"
7.0,317.0,he's,"[u'start_symbol', u'he', u""'s"", u'stop_symbol']"
8.0,317.0,hooked on,"[u'start_symbol', u'hooked', u'on', u'stop_symbol']"
9.0,317.0,"Beckett,","[u'start_symbol', u'beckett', u',', u'stop_symbol']"
10.0,317.0,also his shrink,"[u'start_symbol', u'also', u'his', u'shrink', u'stop_symbol']"
11.0,317.0,makes him,"[u'start_symbol', u'makes', u'him', u'stop_symbol']"
12.0,317.0,sit too long,"[u'start_symbol', u'sit', u'too', u'long', u'stop_symbol']"
13.0,317.0,in the waiting,"[u'start_symbol', u'in', u'the', u'waiting', u'stop_symbol']"
14.0,317.0,room.,"[u'start_symbol', u'room', u'.', u'stop_symbol']"
15.0,317.0,he's supported,"[u'start_symbol', u'he', u""'s"", u'supported', u'stop_symbol']"
16.0,317.0,by his,"[u'start_symbol', u'by', u'his', u'stop_symbol']"
17.0,317.0,mother,"[u'start_symbol', u'mother', u'stop_symbol']"
18.0,317.0,and he follows,"[u'start_symbol', u'and', u'he', u'follows', u'stop_symbol']"
19.0,317.0,women's,"[u'start_symbol', u'women', u""'s"", u'stop_symbol']"
20.0,317.0,softball.,"[u'start_symbol', u'softball', u'.', u'stop_symbol']"
21.0,317.0,also he recently,"[u'start_symbol', u'also', u'he', u'recently', u'stop_symbol']"
22.0,317.0,won,"[u'start_symbol', u'won', u'stop_symbol']"
23.0,317.0,2nd prize,"[u'start_symbol', u'2nd', u'prize', u'stop_symbol']"
24.0,317.0,in a chili,"[u'start_symbol', u'in', u'a', u'chili', u'stop_symbol']"
25.0,317.0,cook-off.,"[u'start_symbol', u'cook-off', u'.', u'stop_symbol']"
26.0,317.0,you ought to come,"[u'start_symbol', u'you', u'ought', u'to', u'come', u'stop_symbol']"
27.0,317.0,"to Austin,","[u'start_symbol', u'to', u'austin', u',', u'stop_symbol']"
28.0,317.0,"he writes,","[u'start_symbol', u'he', u'writes', u',', u'stop_symbol']"
29.0,317.0,you'd love,"[u'start_symbol', u'you', u""'d"", u'love', u'stop_symbol']"
30.0,317.0,Austin.,"[u'start_symbol', u'austin', u'.', u'stop_symbol']"
31.0,317.0,I file his letter,"[u'start_symbol', u'i', u'file', u'his', u'letter', u'stop_symbol']"
32.0,317.0,in with the,"[u'start_symbol', u'in', u'with', u'the', u'stop_symbol']"
33.0,317.0,other letters,"[u'start_symbol', u'other', u'letters', u'stop_symbol']"
34.0,317.0,from schizophrenics.,"[u'start_symbol', u'from', u'schizophrenics', u'.', u'stop_symbol']"
35.0,317.0,I've been to,"[u'start_symbol', u'i', u""'ve"", u'been', u'to', u'stop_symbol']"
36.0,317.0,Austin.,"[u'start_symbol', u'austin', u'.', u'stop_symbol']"
1.0,318.0,"well, strap my ass on backwards, phone China,","[u'start_symbol', u'well', u',', u'strap', u'my', u'ass', u'on', u'backwards', u',', u'phone', u'china', u',', u'stop_symbol']"
2.0,318.0,"run the birds off the wire,","[u'start_symbol', u'run', u'the', u'birds', u'off', u'the', u'wire', u',', u'stop_symbol']"
3.0,318.0,buy a painting of a red dove and remember,"[u'start_symbol', u'buy', u'a', u'painting', u'of', u'a', u'red', u'dove', u'and', u'remember', u'stop_symbol']"
4.0,318.0,Herbert Hoover.,"[u'start_symbol', u'herbert', u'hoover', u'.', u'stop_symbol']"
5.0,318.0,what I am trying to say is that 6 nights out of the,"[u'start_symbol', u'what', u'i', u'am', u'trying', u'to', u'say', u'is', u'that', u'6', u'nights', u'out', u'of', u'the', u'stop_symbol']"
6.0,318.0,"last 8 there have been visitors, all self-invited, and","[u'start_symbol', u'last', u'8', u'there', u'have', u'been', u'visitors', u',', u'all', u'self-invited', u',', u'and', u'stop_symbol']"
7.0,318.0,"like my wife says, ""we don't want to hurt their feelings.""","[u'start_symbol', u'like', u'my', u'wife', u'says', u',', u'``', u'we', u'do', u""n't"", u'want', u'to', u'hurt', u'their', u'feelings', u'.', u""''"", u'stop_symbol']"
8.0,318.0,"so we have sat and listened to them, some","[u'start_symbol', u'so', u'we', u'have', u'sat', u'and', u'listened', u'to', u'them', u',', u'some', u'stop_symbol']"
9.0,318.0,"famous and some not so, some fairly bright","[u'start_symbol', u'famous', u'and', u'some', u'not', u'so', u',', u'some', u'fairly', u'bright', u'stop_symbol']"
10.0,318.0,"and entertaining, some not so","[u'start_symbol', u'and', u'entertaining', u',', u'some', u'not', u'so', u'stop_symbol']"
11.0,318.0,"but it all ends up as chatter, chatter, chatter, voices,","[u'start_symbol', u'but', u'it', u'all', u'ends', u'up', u'as', u'chatter', u',', u'chatter', u',', u'chatter', u',', u'voices', u',', u'stop_symbol']"
12.0,318.0,"voices, voices, a polite heady whirl of sound and","[u'start_symbol', u'voices', u',', u'voices', u',', u'a', u'polite', u'heady', u'whirl', u'of', u'sound', u'and', u'stop_symbol']"
13.0,318.0,there's a loneliness there: they all want to be accepted,"[u'start_symbol', u'there', u""'s"", u'a', u'loneliness', u'there', u':', u'they', u'all', u'want', u'to', u'be', u'accepted', u'stop_symbol']"
14.0,318.0,"in one way or another,","[u'start_symbol', u'in', u'one', u'way', u'or', u'another', u',', u'stop_symbol']"
15.0,318.0,"they want to be listened to, and that's understandable but","[u'start_symbol', u'they', u'want', u'to', u'be', u'listened', u'to', u',', u'and', u'that', u""'s"", u'understandable', u'but', u'stop_symbol']"
16.0,318.0,I am one of those human beings who would rather sit quietly,"[u'start_symbol', u'i', u'am', u'one', u'of', u'those', u'human', u'beings', u'who', u'would', u'rather', u'sit', u'quietly', u'stop_symbol']"
17.0,318.0,with my wife and 6 cats (or I like to sit upstairs alone,"[u'start_symbol', u'with', u'my', u'wife', u'and', u'6', u'cats', u'(', u'or', u'i', u'like', u'to', u'sit', u'upstairs', u'alone', u'stop_symbol']"
18.0,318.0,doing nothing).,"[u'start_symbol', u'doing', u'nothing', u')', u'.', u'stop_symbol']"
19.0,318.0,the idea is that I am selfish and that people,"[u'start_symbol', u'the', u'idea', u'is', u'that', u'i', u'am', u'selfish', u'and', u'that', u'people', u'stop_symbol']"
20.0,318.0,diminish me; the longer I sit and listen to them,"[u'start_symbol', u'diminish', u'me', u';', u'the', u'longer', u'i', u'sit', u'and', u'listen', u'to', u'them', u'stop_symbol']"
21.0,318.0,the more empty I feel but I don't get,"[u'start_symbol', u'the', u'more', u'empty', u'i', u'feel', u'but', u'i', u'do', u""n't"", u'get', u'stop_symbol']"
22.0,318.0,"the idea that /they/ feel empty, I feel","[u'start_symbol', u'the', u'idea', u'that', u'/they/', u'feel', u'empty', u',', u'i', u'feel', u'stop_symbol']"
23.0,318.0,that they enjoy the sound from their,"[u'start_symbol', u'that', u'they', u'enjoy', u'the', u'sound', u'from', u'their', u'stop_symbol']"
24.0,318.0,mouths.,"[u'start_symbol', u'mouths', u'.', u'stop_symbol']"
25.0,318.0,and when they leave almost all make a little gesture,"[u'start_symbol', u'and', u'when', u'they', u'leave', u'almost', u'all', u'make', u'a', u'little', u'gesture', u'stop_symbol']"
26.0,318.0,toward a future visit.,"[u'start_symbol', u'toward', u'a', u'future', u'visit', u'.', u'stop_symbol']"
27.0,318.0,"my wife is nice, makes them feel warm as they exit, she's","[u'start_symbol', u'my', u'wife', u'is', u'nice', u',', u'makes', u'them', u'feel', u'warm', u'as', u'they', u'exit', u',', u'she', u""'s"", u'stop_symbol']"
28.0,318.0,"a good soul, so good a soul that when, say, we eat out and","[u'start_symbol', u'a', u'good', u'soul', u',', u'so', u'good', u'a', u'soul', u'that', u'when', u',', u'say', u',', u'we', u'eat', u'out', u'and', u'stop_symbol']"
29.0,318.0,"choose a table she takes a seat where she can ""see the","[u'start_symbol', u'choose', u'a', u'table', u'she', u'takes', u'a', u'seat', u'where', u'she', u'can', u'``', u'see', u'the', u'stop_symbol']"
30.0,318.0,"people"" and I take a seat where I can't.","[u'start_symbol', u'people', u""''"", u'and', u'i', u'take', u'a', u'seat', u'where', u'i', u'ca', u""n't"", u'.', u'stop_symbol']"
31.0,318.0,"all right, so I was forged by the devil: all","[u'start_symbol', u'all', u'right', u',', u'so', u'i', u'was', u'forged', u'by', u'the', u'devil', u':', u'all', u'stop_symbol']"
32.0,318.0,"humankind disinterests me and no, it's not fear although","[u'start_symbol', u'humankind', u'disinterests', u'me', u'and', u'no', u',', u'it', u""'s"", u'not', u'fear', u'although', u'stop_symbol']"
